hs_link,hs_name,hs_city,hs_state,player_link,player_name,pos,nfl_team,year_min,year_max
high_schools.cgi?id=93bbe4fa,Centennial,Pueblo,CO,/players/S/SmitJi20.htm,Jim Smith,T,LAD,1947,1947
high_schools.cgi?id=b15a1126,Valor Christian,Highlands Ranch,CO,/players/M/McCaCh01.htm,Christian McCaffrey,RB,CAR,2017,2020
high_schools.cgi?id=b15a1126,Valor Christian,Highlands Ranch,CO,/players/M/McCaMa01.htm,Max McCaffrey,WR,"JAX,SFO",2017,2018
high_schools.cgi?id=93bdbe62,Legacy,Broomfield,CO,/players/K/KasaNi00.htm,Nick Kasa,TE,OAK,2013,2014
high_schools.cgi?id=93c0a3b8,St. Joseph's,Denver,CO,/players/V/VinnPa20.htm,Paul Vinnola,HB-DB,LAD,1946,1946
high_schools.cgi?id=4d6e8a05,ThunderRridge,Highlands Ranch,CO,/players/J/JoneSa00.htm,Sam Jones,OG,DEN,2018,2018
high_schools.cgi?id=93bd95c2,Rangeview,Aurora,CO,/players/J/JohnTy20.htm,Tyrone Johnson,WR,NOR,1994,1994
high_schools.cgi?id=93c06d3c,Annunciation,Denver,CO,/players/T/ThomEa20.htm,Earlie Thomas,DB,"NYJ,DEN",1970,1975
high_schools.cgi?id=4d6e6c32,The Classical Academy,Colorado Springs,CO,/players/C/CarlDa00.htm,Daniel Carlson,K,"MIN,OAK,LVR",2018,2020
high_schools.cgi?id=93ba9fa0,Salida,Salida,CO,/players/C/CataTo20.htm,Tony Catalano,G,HAM,1920,1920
high_schools.cgi?id=93c03d9b,W.C. Hinkley,Aurora,CO,/players/S/SteeJo00.htm,Joel Steed,NT,PIT,1992,1999
high_schools.cgi?id=35c36ac8,Greeley West,Greeley,CO,/players/E/EnglKe20.htm,Keith English,P,RAM,1990,1990
high_schools.cgi?id=93ba427b,Manual,Denver,CO,/players/B/BurlAl20.htm,Alex Burl,HB,CRD,1956,1956
high_schools.cgi?id=93bcb31d,Jefferson,Edgewater,CO,/players/H/HampAl20.htm,Alonzo Hampton ,DB,"MIN,TAM",1990,1991
high_schools.cgi?id=93ba2464,Weldon Valley,Weldona,CO,/players/B/BrunSa20.htm,Sam Brunelli,T-G,DEN,1966,1971
high_schools.cgi?id=93bf004e,Thunder Ridge,Highlands Ranch,CO,/players/N/NadiJe00.htm,Jesse Nading,DE,HOU,2008,2012
high_schools.cgi?id=93bea30d,Paonia,Paonia,CO,/players/M/McGrTh00.htm,Thurman McGraw,DT-T,DET,1950,1954
high_schools.cgi?id=93b9963d,Regis,Denver,CO,/players/B/BoryMi00.htm,Mike Boryla,QB,"PHI,TAM",1974,1978
high_schools.cgi?id=93bc1a0f,Highland Ranch,Lone Tree,CO,/players/S/StudKa20.htm,Kasey Studdard,G,HOU,2007,2010
high_schools.cgi?id=93be8e45,Niwot,Niwot,CO,/players/M/McChMa20.htm,Matt McChesney,DT,"NYJ,MIA",2005,2008
high_schools.cgi?id=93bbcf09,Alameda,Lakewood,CO,/players/F/FairDo20.htm,Don Fairbanks,DE,SEA,1987,1987
high_schools.cgi?id=93be386e,Brighton,Brighton,CO,/players/L/LittJo21.htm,Jody Littleton,LB,"CHI,DET,CLE",2002,2005
high_schools.cgi?id=93b8ddb6,South,Pueblo,CO,/players/B/BallPa20.htm,Pat Ballage,DB,IND,1986,1987
high_schools.cgi?id=93bb8c2d,Rocky Mountain,Fort Collins,CO,/players/D/DennRi20.htm,Rick Dennison,LB,DEN,1982,1990
high_schools.cgi?id=93bdf7aa,Aurora,Aurora,CO,/players/K/KrauBi20.htm,Bill Krause,G,RAM,1938,1938
high_schools.cgi?id=93c0f6bf,Harrison,Colorado Springs,CO,/players/W/WoodTo21.htm,Tony Woods,DT,CHI,1989,1989
high_schools.cgi?id=93c0b1e7,Canon City,Canon City,CO,/players/W/WaltCh20.htm,Chuck Walton,G,DET,1967,1974
high_schools.cgi?id=61b92a78,Wiggins,Wiggins,CO,/players/R/RisnDa00.htm,Dalton Risner,OL,DEN,2019,2020
high_schools.cgi?id=93c097b5,Fort Lupton,Fort Lupton,CO,/players/U/UnreTe20.htm,Terry Unrein,NT-DE,SDG,1986,1987
high_schools.cgi?id=4d6e8332,Gateway,Aurora,CO,/players/G/GoldZa00.htm,Zack Golditch,G,ARI,2018,2018
high_schools.cgi?id=93bd852d,Montrose,Montrose,CO,/players/J/JohnDi20.htm,Dirk Johnson ,P,"NOR,PHI,CHI,ARI,TAM",2002,2009
high_schools.cgi?id=93c05c29,East,Pueblo,CO,/players/T/TaibJo20.htm,Joe Taibi,DE,NYG,1987,1987
high_schools.cgi?id=4d6e69c7,Falcon,Falcon,CO,/players/B/BallKa00.htm,Kalen Ballage,RB,"MIA,NYJ,LAC",2018,2020
high_schools.cgi?id=93c02f3a,Pueblo Co.,Pueblo,CO,/players/S/SperKo00.htm,Kory Sperry ,TE,"MIA,SDG,ARI",2009,2013
high_schools.cgi?id=407bcf5e,Central,Grand Junction,CO,/players/G/GarlBe00.htm,Ben Garland,DL,"DEN,ATL,SFO",2012,2020
high_schools.cgi?id=93bfab00,La Junta,La Junta,CO,/players/R/RitcDe20.htm,Del Ritchhart ,C,DET,1936,1937
high_schools.cgi?id=35c368b4,Mancos,Mancos,CO,/players/E/ElliLu00.htm,Luther Elliss,DT-DE,"DET,DEN",1995,2004
high_schools.cgi?id=93bca14b,Greeley,Greeley,CO,/players/H/HageHo20.htm,Horse Hagerty,FB-TB,BKN,1930,1930
<<<<<<< HEAD
=======
high_schools.cgi?id=93bf2493,Arvada,Arvada,CO,/players/O/OlanCl00.htm,Cliff Olander,QB,SDG,1977,1979
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93ba23b3,Haxtun,Haxtun,CO,/players/B/BrunBi20.htm,Bill Brundige,DT-DE,WAS,1970,1977
high_schools.cgi?id=93bc5633,Springfield,Springfield,CO,/players/G/GoffWi20.htm,Willard Goff,DT,"ATL,SDG",1985,1987
high_schools.cgi?id=93bc0ab7,West,Denver,CO,/players/F/FranBi20.htm,Bill Frank,T,DAL,1964,1964
high_schools.cgi?id=93be8141,Regis Jesuit,Aurora,CO,/players/M/MattJo22.htm,John Matthews,WR,JAX,2010,2010
high_schools.cgi?id=93be2b0f,Swink,Swink,CO,/players/L/LewiEr20.htm,Ernie Lewis,FB-LB,"CHR,CHH",1946,1949
high_schools.cgi?id=93c0ceea,Wellington,Wellington,CO,/players/W/WhitWh00.htm,Whizzer White,TB-HB,"PIT,DET",1938,1941
high_schools.cgi?id=93c0aaea,Colorado Springs,Colorado Springs,CO,/players/W/WaldTi20.htm,Tim Waldron,G-C,CRD,1927,1927
high_schools.cgi?id=61b929d6,Eaglecrest,Centennial,CO,/players/S/SizeDe00.htm,Deyon Sizer,DT,DEN,2019,2019
high_schools.cgi?id=4d6e72c0,Mullen,Denver,CO,/players/S/ScotJK00.htm,JK Scott,P,GNB,2018,2020
high_schools.cgi?id=93babc1f,Odd Fellows Orphanage,Canon City,CO,/players/C/ChriJa00.htm,Jack Christiansen,DB,DET,1951,1958
high_schools.cgi?id=93bd6637,Greeley Central,Greeley,CO,/players/J/JameTe20.htm,Ted James,G-C,FRN,1929,1929
high_schools.cgi?id=93c03dd7,Palisade,Palisade,CO,/players/S/SteeBe00.htm,Ben Steele,TE,GNB,2004,2005
high_schools.cgi?id=407c0930,Bear Creek,Lakewood,CO,/players/S/SirlJe00.htm,Jeremiah Sirles,OT,"SDG,MIN,BUF",2014,2018
high_schools.cgi?id=93ba7013,Battle Mountain,Minturn,CO,/players/C/CampJe00.htm,Jeff Campbell,WR,"DET,DEN",1990,1994
high_schools.cgi?id=93c02ac7,Buena Vista,Buena Vista,CO,/players/S/SoldNa00.htm,Nate Solder,T,"NWE,NYG",2011,2019
high_schools.cgi?id=35c36bee,Smoky Hills,Aurora,CO,/players/E/ErlaTo20.htm,Tom Erlandson,LB,BUF,1988,1988
high_schools.cgi?id=35c35604,Centauri,Manssas,CO,/players/D/DunnAn20.htm,Anthony Dunn,DE,TEN,2003,2003
<<<<<<< HEAD
=======
high_schools.cgi?id=93bf2458,Clear Creek,Evergreen,CO,/players/O/OlanCl00.htm,Cliff Olander,QB,SDG,1977,1979
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bc501a,La Porte,La Porte,CO,/players/G/GlicGa20.htm,Gary Glick,DB-HB,"PIT,WAS,BAL,SDG",1956,1963
high_schools.cgi?id=93bc2631,Ponderos,Parker,CO,/players/G/GambTr20.htm,Trent Gamble,DB,MIA,2000,2003
high_schools.cgi?id=93b959b4,Skyview,Thornton,CO,/players/B/BertTo20.htm,Tony Berti,T,SDG,1995,1997
high_schools.cgi?id=93be432f,Littleton,Littleton,CO,/players/L/LongCl00.htm,Clint Longley ,QB,"DAL,SDG",1974,1976
high_schools.cgi?id=93b8f7ec,Sterling,Sterling,CO,/players/B/BarnLa20.htm,Larry Barnes,FB,"SFO,OAK",1957,1960
high_schools.cgi?id=93bbb93c,Roosevelt,Johnstown,CO,/players/D/DougRe20.htm,Reed Doughty ,DB,WAS,2006,2013
high_schools.cgi?id=93be0dcd,Abbey School,Canon City,CO,/players/L/LankJi20.htm,Jim Lankas,B,"PHI,GNB",1942,1943
high_schools.cgi?id=93b89730,Manitou Springs,Manitou Springs,CO,/players/A/ArmoJu00.htm,Justin Armour,WR,"BUF,PHI,DEN,BAL",1995,1999
high_schools.cgi?id=93bb5deb,Cheyenne Mountain,Colorado Springs,CO,/players/D/DarwMa20.htm,Matt Darwin,T-C,PHI,1986,1990
high_schools.cgi?id=93bdeb55,Douglas Co.,Castle Rock,CO,/players/K/KnoxMi20.htm,Mike Knox,LB,DEN,1987,1987
high_schools.cgi?id=93c0cdbc,Chatfield,Littleton,CO,/players/W/WhitLe01.htm,LenDale White,RB,TEN,2006,2009
<<<<<<< HEAD
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/P/PickBi20.htm,Bill Pickel,NT-DT-DE,"RAI,NYJ",1983,1994
=======
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/S/ShipMa00.htm,Marcel Shipp,RB,ARI,2001,2007
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/C/ConaBi20.htm,Bill Conaty,C,"BUF,MIN",1997,2004
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/D/DiNaGe20.htm,Gennaro DiNapoli,C-G,"OAK,TEN,DAL",1999,2003
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/P/PerrJa21.htm,Jason Perry ,DB,"SDG,CIN,MIN",1999,2002
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/P/PeteCh20.htm,Christian Peter,DT,"NYG,IND,CHI",1997,2002
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/P/PeteJa20.htm,Jason Peter,DE,CAR,1998,2001
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/P/PickBi20.htm,Bill Pickel,NT-DT-DE,"RAI,NYJ",1983,1994
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/K/KachJo20.htm,John Kacherski,LB,DEN,1992,1992
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/G/GranWi20.htm,Will Grant,C,"BUF,SEA",1978,1987
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/H/HornMa20.htm,Marty Horn,QB,PHI,1987,1987
high_schools.cgi?id=93bb0102,Milford Academy,Milford,CT,/players/D/DeLuTo20.htm,Tony DeLuca,NT,GNB,1984,1984
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/D/DucaVl20.htm,Vlad Ducasse,G,"NYJ,MIN,CHI,BAL,BUF",2010,2018
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/F/FortKh00.htm,Khairi Fortt,OLB,"CIN,JAX,NOR",2014,2014
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/J/JoseAl00.htm,Alex Joseph,LB,SFO,2010,2010
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/C/CobbGa20.htm,Garry Cobb,LB,"DET,PHI,DAL",1979,1989
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/B/BingCr20.htm,Craig Bingham,LB,"PIT,SDG",1982,1987
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/B/BingDw20.htm,Dwight Bingham,DE,ATL,1987,1987
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/H/HickBo00.htm,Bo Hickey,RB,DEN,1967,1967
<<<<<<< HEAD
=======
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/R/RobuAn00.htm,Andy Robustelli,DE,"RAM,NYG",1951,1964
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/D/DugaFr00.htm,Fred Dugan,E,"SFO,DAL,WAS",1958,1963
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/S/ScalJo20.htm,Johnny Scalzi,B,BKN,1931,1931
high_schools.cgi?id=93b967dd,Stamford,Stamford,CT,/players/K/KuczPa20.htm,Paul Kuczo,B,SIS,1929,1929
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/S/StanJu00.htm,Julian Stanford,LB,"JAX,DET,NYJ,BUF,CAR",2012,2020
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/C/CoopMa00.htm,Marcus Cooper,CB,"KAN,ARI,CHI,DET",2013,2018
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/F/FreeDw00.htm,Dwight Freeney,DE,"IND,SDG,ARI,ATL,DET,SEA",2002,2017
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/S/SheeKo00.htm,Kory Sheets,RB,"MIA,OAK",2009,2014
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/L/LawrMa00.htm,Matt Lawrence,RB,BAL,2009,2009
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/P/PinnAn00.htm,Andrew Pinnock,FB,SDG,2003,2007
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/A/AndeDw21.htm,Dwight Anderson ,DB,STL,2004,2005
high_schools.cgi?id=93b87922,Bloomfield,Bloomfield,CT,/players/D/DaniJe20.htm,Jerome Daniels,G-T,ARI,1998,1998
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/S/StalRa20.htm,Ramondo Stallings,DE,CIN,1994,1997
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/A/AntrGl20.htm,Glenn Antrum,WR,NWE,1989,1989
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/S/StokEr20.htm,Eric Stokes,C-G,NWE,1987,1987
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/O/OsieSa20.htm,Sandy Osiecki,QB,KAN,1984,1984
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/G/GardRo20.htm,Ron Gardin,DB-WR,"BAL,NWE",1970,1971
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/W/WebbAl20.htm,Allan Webb,DB-HB,NYG,1961,1965
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/N/NatoAn20.htm,Andy Natowich,HB,WAS,1944,1944
<<<<<<< HEAD
=======
high_schools.cgi?id=93b88edb,Ansonia,Ansonia,CT,/players/D/DigrBe20.htm,Bernie Digris,T-G,CHI,1943,1943
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/H/HawtAn20.htm,Anttaj Hawthorne,DT,OAK,2005,2006
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/E/ElliEd20.htm,Ed Ellis,T,"NWE,WAS,SDG",1997,2003
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/M/MyerBo21.htm,Bobby Myers,DB,TEN,2000,2001
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/M/MonaRo21.htm,Ron Monaco,LB,"STL,GNB",1986,1987
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/S/SagnTo20.htm,Tony Sagnella,DT,WAS,1987,1987
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/M/MonaRo20.htm,Rob Monaco,C,STL,1985,1985
high_schools.cgi?id=93bb96c5,Hamden,Hamden,CT,/players/D/DianRi00.htm,Rich Diana,RB,MIA,1982,1982
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/J/JoneMi01.htm,Mike Jones,TE,"MIN,SEA",1990,1992
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/E/ElliTo20.htm,Tony Elliott,NT,NOR,1982,1988
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/T/TaraGe20.htm,George Tarasovic ,DE-LB-C,"PIT,PHI,DEN",1952,1966
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/B/BradEd20.htm,Ed Bradley,G,CHI,1950,1952
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/G/GladCh20.htm,Chet Gladchuk,C-G-T,NYG,1941,1947
high_schools.cgi?id=93b9b6d6,Warren G. Harding,Bridgeport,CT,/players/P/PivaJo20.htm,Joe Pivarnik,G,PHI,1936,1936
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/J/JoneTe20.htm,Tebucky Jones,DB,"NWE,NOR,MIA",1998,2005
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/S/SuliGe20.htm,George Sulima,E-DE,PIT,1952,1954
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/C/CodyEd20.htm,Ed Cody,FB,"GNB,CHI",1947,1950
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/J/JacuHa20.htm,Harry Jacunski,E,GNB,1939,1944
<<<<<<< HEAD
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/Z/ZehrHe20.htm,Henry Zehrer,FB-WB,HRT,1926,1926
=======
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/S/SchmHe20.htm,Herm Schmarr,DE,BKN,1943,1943
high_schools.cgi?id=93bae41b,New Britain,New Britain,CT,/players/Z/ZehrHe20.htm,Henry Zehrer,FB-WB,HRT,1926,1926
high_schools.cgi?id=93b96fa8,West Haven,West Haven,CT,/players/M/MoorSi00.htm,Sio Moore,OLB,"OAK,IND,ARI,KAN",2013,2016
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b96fa8,West Haven,West Haven,CT,/players/J/JackRo99.htm,Rob Jackson,DE,WAS,2008,2013
high_schools.cgi?id=93b96fa8,West Haven,West Haven,CT,/players/B/BlacMe20.htm,Mel Black,LB,NWE,1986,1987
high_schools.cgi?id=93b96fa8,West Haven,West Haven,CT,/players/R/RobiFr21.htm,Fred Robinson,G,CLE,1957,1957
high_schools.cgi?id=93b96fa8,West Haven,West Haven,CT,/players/S/StroKe20.htm,Ken Strong,FB-TB-HB-WB-DB-K,"SIS,NYG",1929,1947
high_schools.cgi?id=93bb80e6,James Hillhouse,New Haven,CT,/players/L/LittFl00.htm,Floyd Little ,RB,DEN,1967,1975
high_schools.cgi?id=93bb80e6,James Hillhouse,New Haven,CT,/players/J/JohnJo03.htm,Joe Johnson,HB-E,"GNB,BOS",1954,1961
high_schools.cgi?id=93bb80e6,James Hillhouse,New Haven,CT,/players/D/DeFiLo20.htm,Lou DeFilippo,T-C,NYG,1941,1947
high_schools.cgi?id=93bb80e6,James Hillhouse,New Haven,CT,/players/P/PetrBi20.htm,Bill Petrilas,HB-E,NYG,1944,1945
high_schools.cgi?id=93bb80e6,James Hillhouse,New Haven,CT,/players/G/GranGe20.htm,George Grandinette,G,BKN,1943,1943
high_schools.cgi?id=93b9d234,Notre Dame,West Haven,CT,/players/M/MoffJo00.htm,John Moffitt,G,"SEA,DEN",2011,2013
high_schools.cgi?id=93b9d234,Notre Dame,West Haven,CT,/players/S/SaleTa20.htm,Tarek Saleh,LB,"CAR,CLE",1997,2001
high_schools.cgi?id=93b9d234,Notre Dame,West Haven,CT,/players/C/CondTo20.htm,Tom Condon,G,"KAN,NWE",1974,1985
high_schools.cgi?id=93b9d234,Notre Dame,West Haven,CT,/players/P/PietNi00.htm,Nick Pietrosante,FB,"DET,CLE",1959,1967
high_schools.cgi?id=93b9d234,Notre Dame,West Haven,CT,/players/B/BredJo20.htm,John Bredice,E,PHI,1956,1956
<<<<<<< HEAD
=======
high_schools.cgi?id=93bf397e,Cheshire Academy,Cheshire,CT,/players/P/PaneJo20.htm,John Panelli ,LB-FB,"DET,CRD",1949,1953
high_schools.cgi?id=93bf397e,Cheshire Academy,Cheshire,CT,/players/Z/ZillJa20.htm,Jack Zilly,DE-E,"RAM,PHI",1947,1952
high_schools.cgi?id=93bf397e,Cheshire Academy,Cheshire,CT,/players/E/ElliLa20.htm,Larry Ellis,LB,DET,1948,1948
high_schools.cgi?id=93bf397e,Cheshire Academy,Cheshire,CT,/players/R/ReckRa20.htm,Ray Reckmack,E-HB,"BKN,DET",1937,1937
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bb0a88,New London,New London,CT,/players/R/ReedJo02.htm,Jordan Reed,TE,"WAS,SFO",2013,2020
high_schools.cgi?id=93bb0a88,New London,New London,CT,/players/R/ReedDa00.htm,David Reed,WR,"BAL,IND",2010,2013
high_schools.cgi?id=93bb0a88,New London,New London,CT,/players/R/RiorTi20.htm,Tim Riordan,QB,NOR,1987,1987
high_schools.cgi?id=93bb0a88,New London,New London,CT,/players/C/ContJo20.htm,John Contoulis,DT,NYG,1964,1964
high_schools.cgi?id=93befacc,Xavier,Middletown,CT,/players/B/BoylTi00.htm,Tim Boyle,QB,GNB,2019,2020
high_schools.cgi?id=93befacc,Xavier,Middletown,CT,/players/T/TyexWi00.htm,Will Tye,TE,"NYG,NYJ",2015,2017
high_schools.cgi?id=93befacc,Xavier,Middletown,CT,/players/S/SpieAm99.htm,Amari Spievey,DB,DET,2010,2012
high_schools.cgi?id=93befacc,Xavier,Middletown,CT,/players/M/MurpPh20.htm,Phil Murphy,DT,RAM,1980,1981
high_schools.cgi?id=93ba1b25,Stamford Catholic,Stamford,CT,/players/B/BrowTo23.htm,Tony Brown,T,BUF,1987,1987
high_schools.cgi?id=93ba1b25,Stamford Catholic,Stamford,CT,/players/P/PuzzDa20.htm,Dave Puzzuoli,NT,CLE,1983,1987
high_schools.cgi?id=93ba1b25,Stamford Catholic,Stamford,CT,/players/S/SileDa20.htm,Dan Sileo,DT,TAM,1987,1987
high_schools.cgi?id=93ba1b25,Stamford Catholic,Stamford,CT,/players/S/SwatRi20.htm,Richard Swatland,G,HOU,1968,1968
high_schools.cgi?id=93b9b711,Stratford,Stratford,CT,/players/C/CostJo20.htm,Joe Costello,DE,"ATL,RAI",1986,1989
high_schools.cgi?id=93b9b711,Stratford,Stratford,CT,/players/N/NorrJo20.htm,Jon Norris,DE-DT,CHI,1987,1987
high_schools.cgi?id=93b9b711,Stratford,Stratford,CT,/players/G/GiaqNi00.htm,Nick Giaquinto,RB,"MIA,WAS",1980,1983
high_schools.cgi?id=93b9b711,Stratford,Stratford,CT,/players/B/BradEd21.htm,Ed Bradley,LB,"PIT,SEA,SFO",1972,1978
<<<<<<< HEAD
=======
high_schools.cgi?id=93b8fed3,Suffield,Suffield,CT,/players/W/WilkCh00.htm,Christian Wilkins,DL,MIA,2019,2020
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93b8fed3,Suffield,Suffield,CT,/players/E/ElliWa20.htm,Walt Ellis,T,"COL,DET,CRD",1924,1927
high_schools.cgi?id=93b8fed3,Suffield,Suffield,CT,/players/B/BarnEd20.htm,Eddie Barnikow,FB,HRT,1926,1926
high_schools.cgi?id=93b8fed3,Suffield,Suffield,CT,/players/F/FoleJi20.htm,Jim Foley,B,HRT,1926,1926
high_schools.cgi?id=93bbc864,Weaver,Hartford,CT,/players/R/RobiEu00.htm,Eugene Robinson ,DB,"SEA,GNB,ATL,CAR",1985,2000
high_schools.cgi?id=93bbc864,Weaver,Hartford,CT,/players/T/TullWa00.htm,Walter Tullis,WR,GNB,1978,1979
high_schools.cgi?id=93bbc864,Weaver,Hartford,CT,/players/S/SidoAl20.htm,Alex Sidorik,T,"BOS,BCL",1947,1949
high_schools.cgi?id=93bbc864,Weaver,Hartford,CT,/players/D/DuboMa20.htm,Maury Dubofsky,G,NYG,1932,1932
high_schools.cgi?id=93bc3f10,Danbury,Danbury,CT,/players/C/CaliAu00.htm,Austin Calitro,LB,"SEA,JAX,DEN",2018,2020
<<<<<<< HEAD
=======
high_schools.cgi?id=93bc3f10,Danbury,Danbury,CT,/players/G/GillCo20.htm,Cory Gilliard,DB,CIN,1997,1997
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bc3f10,Danbury,Danbury,CT,/players/R/RadaGe20.htm,George Radachowsky,DB,"IND,NYJ",1984,1989
high_schools.cgi?id=93bc3f10,Danbury,Danbury,CT,/players/G/GhecLo20.htm,Lou Ghecas,HB,PHI,1941,1941
high_schools.cgi?id=93b8cd27,Windsor,Windsor,CT,/players/D/DelaRy00.htm,Ryan Delaire,DE,"CAR,SFO",2015,2018
high_schools.cgi?id=93b8cd27,Windsor,Windsor,CT,/players/B/BakeCh99.htm,Chris Baker,DT,"DEN,MIA,WAS,TAM",2009,2017
<<<<<<< HEAD
high_schools.cgi?id=93b8cd27,Windsor,Windsor,CT,/players/S/ScafDa00.htm,Damik Scafe,DE,SDG,2012,2014
=======
high_schools.cgi?id=93b8cd27,Windsor,Windsor,CT,/players/K/KnigTe99.htm,Terrance Knighton,DT,"JAX,DEN,WAS",2009,2015
high_schools.cgi?id=93b8cd27,Windsor,Windsor,CT,/players/S/ScafDa00.htm,Damik Scafe,DE,SDG,2012,2014
high_schools.cgi?id=93bba76d,Central,Bridgeport,CT,/players/W/WillTr02.htm,Trevardo Williams,OLB,"IND,WAS",2014,2014
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bba76d,Central,Bridgeport,CT,/players/D/DobeBo20.htm,Bob Dobelstein,G,"NYG,LAD",1946,1949
high_schools.cgi?id=93bba76d,Central,Bridgeport,CT,/players/H/HubbFr20.htm,Frank Hubbell,E-DE,RAM,1947,1949
high_schools.cgi?id=93bba76d,Central,Bridgeport,CT,/players/K/KowaAd20.htm,Al Kowalski,BB-DB,BDA,1947,1947
high_schools.cgi?id=93bb0610,Norwalk,Norwalk,CT,/players/P/PhilTo00.htm,Todd Philcox,QB,"CIN,CLE,SDG",1990,1997
<<<<<<< HEAD
=======
high_schools.cgi?id=93bb0610,Norwalk,Norwalk,CT,/players/S/ShoaRo20.htm,Roger Shoals,T,"CLE,DET,DEN",1963,1971
>>>>>>> 4a13267da55e4c864cc1f1a45f74b2b15d98ed1e
high_schools.cgi?id=93bb0610,Norwalk,Norwalk,CT,/players/M/MillBo20.htm,Bob Miller,DT-T,DET,1952,1958
high_schools.cgi?id=93bb0610,Norwalk,Norwalk,CT,/players/C/ConnHa20.htm,Harry Connolly,TB,BDA,1946,1946
