hs_link,hs_name,hs_city,hs_state,player_name,pos,nfl_team,year_min,year_max
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Mike Wilcher,LB,"RAM,SDG",1983,1991
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Mike Martin ,WR,CIN,1983,1989
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,John Chesley,TE,MIA,1984,1984
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Al Chesley,LB,"PHI,CHI",1979,1982
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Frank Chesley,LB,GNB,1978,1978
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Jim Jones,SE-FL-WR,"CHI,DEN",1965,1968
high_schools.cgi?id=93bab4c6,Eastern,Washington,DC,Jim Flaherty,E-HB,CHI,1923,1923
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Cato June,LB,"IND,TAM,CHI",2003,2009
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Lovell Pinkney,TE,STL,1995,1995
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Darrell Hamilton,T,DEN,1990,1991
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Demise Williams,DB,RAI,1987,1987
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Reggie Rucker,WR,"DAL,NWE,NYG,CLE",1970,1981
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Gene Schroeder,E-DB,CHI,1951,1957
high_schools.cgi?id=93bbcfbb,Anacostia,Washington,DC,Art Faircloth,B,NYG,1947,1948
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Marvin Austin,DL,"NYG,DAL,MIA,DEN",2012,2014
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Jerry Porter,WR,"OAK,JAX",2000,2008
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Rupert Grant,RB,NWE,1995,1995
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Chris Pike,DT,"CLE,RAM",1989,1991
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Mike Butler,DE,GNB,1977,1985
high_schools.cgi?id=93ba57aa,Calvin Coolidge,Washington,DC,Rick Jennings,RB-WR,"OAK,SFO",1976,1977
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Conrad Bolston,DT,"GNB,MIN",2007,2007
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Jay Williams,DE,"STL,CAR,MIA",1995,2004
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Chris Harrison,G,DET,1996,1996
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Tommy Marvaso,DB,NYJ,1976,1977
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Scotty Glacken,QB,DEN,1966,1967
high_schools.cgi?id=93b98d41,St. John's College,Washington,DC,Gene Augusterfer,BB-DB,PIT,1935,1935
high_schools.cgi?id=93bd4909,Archbishop Carroll,Washington,DC,Jamal Williams,DT-NT,"SDG,DEN",1998,2010
high_schools.cgi?id=93bd4909,Archbishop Carroll,Washington,DC,Kevin Huntley,DT,"OAK,ATL",2006,2007
high_schools.cgi?id=93bd4909,Archbishop Carroll,Washington,DC,Jevon Langford,DE,CIN,1996,2001
high_schools.cgi?id=93bd4909,Archbishop Carroll,Washington,DC,Joe Johnson,WR,"WAS,MIN",1989,1992
high_schools.cgi?id=93bd4909,Archbishop Carroll,Washington,DC,Chip Myrtle,LB,"DEN,SDG",1967,1974
high_schools.cgi?id=93bbc52f,St. Albans,Washington,DC,Jonathan Ogden,T-G,BAL,1996,2007
high_schools.cgi?id=93bbc52f,St. Albans,Washington,DC,Patrick Washington,FB,JAX,2001,2002
high_schools.cgi?id=93bbc52f,St. Albans,Washington,DC,Nick Lowery,K,"NWE,KAN,NYJ",1978,1996
high_schools.cgi?id=93bbc52f,St. Albans,Washington,DC,Lester Lyles,DB-LB,"NYJ,PHO,SDG",1985,1990
high_schools.cgi?id=93bbc52f,St. Albans,Washington,DC,Ted Drews,E,"BRL,CHI",1926,1928
high_schools.cgi?id=93bc955f,Spingarn,Washington,DC,Mike Hinnant,TE,"PIT,DET",1988,1992
high_schools.cgi?id=93bc955f,Spingarn,Washington,DC,Darrell Grymes,WR,DET,1987,1987
high_schools.cgi?id=93bc955f,Spingarn,Washington,DC,Ron Mayo ,TE,"HOU,BAL",1973,1974
high_schools.cgi?id=93bc955f,Spingarn,Washington,DC,Cecil Turner,FL-WR,CHI,1968,1973
high_schools.cgi?id=93bc955f,Spingarn,Washington,DC,Al Lawson,WR,NYJ,1964,1964
high_schools.cgi?id=93bd8f18,Roosevelt,Washington,DC,Maurice Johnson,TE,PHI,1991,1994
high_schools.cgi?id=93bd8f18,Roosevelt,Washington,DC,Leonard Willis,WR,"MIN,BUF,NOR",1976,1979
high_schools.cgi?id=93bd8f18,Roosevelt,Washington,DC,Jeff Queen,RB-TE,"SDG,OAK,HOU",1969,1974
high_schools.cgi?id=93bd8f18,Roosevelt,Washington,DC,Cal Snowden,DE,"STL,BUF,SDG",1969,1973
high_schools.cgi?id=93bd8f18,Roosevelt,Washington,DC,Phil Perlo,LB,HOU,1960,1960
high_schools.cgi?id=93bb635f,McKinley,Washington,DC,Freddie Jones,TE,"SDG,ARI",1997,2004
high_schools.cgi?id=93bb635f,McKinley,Washington,DC,Lonnie Perrin ,RB,"DEN,CHI,WAS",1976,1979
high_schools.cgi?id=93bb635f,McKinley,Washington,DC,Eric Washington,DB,STL,1972,1973
high_schools.cgi?id=93bb635f,McKinley,Washington,DC,Andy Davis,DB,WAS,1952,1952
high_schools.cgi?id=93bc0661,Central,Washington,DC,Sam Fox,E,NYG,1945,1945
high_schools.cgi?id=93bc0661,Central,Washington,DC,Bill Tanguay,TB,PIT,1933,1933
high_schools.cgi?id=93bc0661,Central,Washington,DC,Sam Kaplan,E,WAS,1921,1921
high_schools.cgi?id=93bbfd36,Armstrong,Washington,DC,Willie Wood,DB,GNB,1960,1971
high_schools.cgi?id=93bbfd36,Armstrong,Washington,DC,Len Ford,DE-E,"LAD,CLE,GNB",1948,1958
high_schools.cgi?id=93bbfd36,Armstrong,Washington,DC,Avatus Stone,HB,BAL,1958,1958
high_schools.cgi?id=93b9e0a1,Western,Washington,DC,Ray Krouse,DT-DE-T,"NYG,DET,BAL,WAS",1951,1960
high_schools.cgi?id=93b9e0a1,Western,Washington,DC,Untz Brewer,HB,AKR,1922,1922
high_schools.cgi?id=93b9e0a1,Western,Washington,DC,Sam Turner,G,WAS,1921,1921
high_schools.cgi?id=93b91d89,Cardozo,Washington,DC,Don Wilson,DB,BUF,1984,1985
high_schools.cgi?id=93b91d89,Cardozo,Washington,DC,Tim Baylor,DB,"BAL,MIN",1976,1979
high_schools.cgi?id=93b91d89,Cardozo,Washington,DC,Leo Miles,DB,NYG,1953,1953
high_schools.cgi?id=93b8b45b,Ballou,Washington,DC,Larry Pinkard,WR,JAX,2017,2017
high_schools.cgi?id=93b8b45b,Ballou,Washington,DC,Marvin Austin,DL,"NYG,DAL,MIA,DEN",2012,2014
high_schools.cgi?id=2a0dcd62,H.D. Woodson,Washington,DC,Ken Crawley,DB,"NOR,MIA",2016,2020
high_schools.cgi?id=2a0dcd62,H.D. Woodson,Washington,DC,Alonzo Russell,WR,NYG,2018,2018
high_schools.cgi?id=93b8a8a9,Phelps Career,Washington,DC,Tom Day,DE-G-DT-T,"STL,BUF,SDG",1960,1968
high_schools.cgi?id=93b8a8a9,Phelps Career,Washington,DC,Jack Atchason,E,"BOS,HOU",1960,1960
high_schools.cgi?id=2a0dcbca,Friendship,Washington,DC,Jermaine Carter Jr.,LB,CAR,2018,2020
high_schools.cgi?id=2a0dcbca,Friendship,Washington,DC,Teez Tabor,CB,DET,2017,2018
high_schools.cgi?id=93bbc157,Business,Washington,DC,Perry Dowrick,FB,WAS,1921,1921
high_schools.cgi?id=93bbc157,Business,Washington,DC,Cy McDonald ,G,WAS,1921,1921
high_schools.cgi?id=04f706a0,Friendship Collegiate,Washington,DC,Yannick Ngakoue,OLB,"JAX,MIN,BAL",2016,2020
high_schools.cgi?id=93c0a682,Georgetown Prep,Washington,DC,Tillie Voss,E-T,"BUF,DET,AKR,RII,TOL,GNB,NYG,CHI,DAY",1921,1929
high_schools.cgi?id=93bfadc8,"Howard D, Woodson",Washington,DC,Kevin Robbins ,T-G,"CLE,RAM",1989,1993
high_schools.cgi?id=f9dc3f7a,Friendship Collegiate Academy,Washington,DC,Eddie Goldman,DT,CHI,2015,2019
high_schools.cgi?id=93c081e6,Northwestern,Washington,DC,Greg Toler,DB,"ARI,IND,WAS",2009,2016
high_schools.cgi?id=93beca8e,Dewitt Prep,Washington,DC,Wayne Millner,E-DE,"BOS,WAS",1936,1945
high_schools.cgi?id=93bd6a9d,Emerson Institute,Washington,DC,Heinie Jawish,T-G,POT,1926,1926
high_schools.cgi?id=61b92b6c,Sidwell Friends,Washington,DC,Miles Brown,DT,ARI,2019,2019
high_schools.cgi?id=29910589,Maret,Washington,DC,Sean Davis,FS,PIT,2016,2020
high_schools.cgi?id=93c107b1,St. Anselm's Prep,Washington,DC,Joe Zapustas,E,NYG,1933,1933
high_schools.cgi?id=93bfcee7,Lake Braddock,Washington,DC,Matt Russell,LB,DET,1997,1997
high_schools.cgi?id=93bd5ff1,Bishop McNamara,Washington,DC,Tyoka Jackson,DE-DT,"MIA,TAM,STL,DET",1994,2006
high_schools.cgi?id=93bc5976,Georgetown Prep.,Washington,DC,Gene Golsen,FB-TB,LOU,1926,1926
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Brian O'Neill,OT,MIN,2018,2020
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Troy Reeder ,LB,LAR,2019,2020
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Michael Reed,DB,CAR,1995,1996
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Joe Campbell,DE-NT,"NOR,OAK,TAM",1977,1981
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Kevin Reilly,LB,"PHI,NWE",1973,1975
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Tom Hall,WR-DB,"DET,MIN,NOR",1962,1969
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Leon Dombrowski,LB,NYT,1960,1960
high_schools.cgi?id=93ba7089,Salesianum,Wilmington,DE,Eddie Michaels,G,"CHI,WAS,PHI",1936,1946
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,David Grinnage,TE,JAX,2018,2018
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,Orien Harris,DT,"CLE,CIN",2006,2009
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,Kwame Harris,T,"SFO,OAK",2003,2008
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,Rich Parson,WR,WAS,2005,2005
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,Conway Hayman ,G-T,HOU,1975,1980
high_schools.cgi?id=93bcccb7,Newark,Newark,DE,Gary Hayman ,RB,BUF,1974,1975
high_schools.cgi?id=93becb03,Concord,Wilmington,DE,Paul Worrilow ,LB,"ATL,DET,NYJ",2013,2019
high_schools.cgi?id=93becb03,Concord,Wilmington,DE,Justin Brown,WR,PIT,2014,2014
high_schools.cgi?id=93becb03,Concord,Wilmington,DE,Montell Owens,RB,"JAX,DET,CHI",2006,2014
high_schools.cgi?id=93becb03,Concord,Wilmington,DE,Javor Mills,DE,JAX,2002,2002
high_schools.cgi?id=93bd296c,William Penn,New Castle,DE,Kyle Carter ,TE,MIN,2017,2017
high_schools.cgi?id=93bd296c,William Penn,New Castle,DE,Jeff Otah,T,CAR,2008,2011
high_schools.cgi?id=93bd296c,William Penn,New Castle,DE,Charles Hope,G-C,GNB,1994,1994
high_schools.cgi?id=93ba3b33,Alexis I. Dupont,Greenville,DE,Quadree Henderson,WR,NYG,2018,2018
high_schools.cgi?id=93ba3b33,Alexis I. Dupont,Greenville,DE,Jim Bundren,G,CLE,1999,2000
high_schools.cgi?id=93c0bc09,St. Mark's,Wilmington,DE,Steve Watson,WR,DEN,1979,1987
high_schools.cgi?id=93c0bc09,St. Mark's,Wilmington,DE,Frank Cephous,RB,NYG,1984,1984
high_schools.cgi?id=93c0af18,Laurel,Laurel,DE,Ron Waller,HB,"RAM,LAC",1955,1960
high_schools.cgi?id=93c0af18,Laurel,Laurel,DE,Carl Elliott,DE-E,GNB,1951,1954
high_schools.cgi?id=93bf94a7,Christiana,Newark,DE,Jamie Duncan,LB,"TAM,STL,ATL",1998,2004
high_schools.cgi?id=93bf94a7,Christiana,Newark,DE,Dan Reeder,RB,PIT,1986,1987
high_schools.cgi?id=93b8713e,Thomas McKean,Wilmington,DE,Randy White,DT-LB-DE,DAL,1975,1988
high_schools.cgi?id=93b8713e,Thomas McKean,Wilmington,DE,Anthony Anderson ,RB,"PIT,ATL",1979,1980
high_schools.cgi?id=93beb34a,Dover,Dover,DE,Mike Meade,RB,"GNB,DET",1982,1985
high_schools.cgi?id=93beb34a,Dover,Dover,DE,Tex Warrington,G-C-LB,BDA,1946,1948
high_schools.cgi?id=93bcc29f,Caesar Rodney,Magnolia,DE,Duron Harmon,FS,"NWE,DET",2013,2020
high_schools.cgi?id=4d6e8553,Valley Forge Military Academy,Greenville,DE,Quadree Henderson,WR,NYG,2018,2018
high_schools.cgi?id=407bfad6,The Tatnall School,Wilmington,DE,Justin Perillo,TE,GNB,2014,2016
high_schools.cgi?id=2a0dd954,Middletown,Middletown,DE,Chris Godwin,WR,TAM,2017,2020
high_schools.cgi?id=f9dc3c37,Delcastle,Wilimington,DE,Briean Boddy-Calhoun,DB,"CLE,IND,HOU,SFO",2016,2020
high_schools.cgi?id=93bfb15f,State College,Dover,DE,Bill Robinson,HB,"GNB,NYT",1952,1960
high_schools.cgi?id=93bf58d0,Sussex Central,Georgetown,DE,Luke Petitgout,T-G,"NYG,TAM",1999,2007
high_schools.cgi?id=93bc99d2,Claymont,Claymont,DE,Grant Guthrie,K,BUF,1970,1971
high_schools.cgi?id=93b8c672,Milford,Milford,DE,Clarence Bailey,RB,MIA,1987,1987
high_schools.cgi?id=4d6e63bb,Hodgson Vo-Tech,Newark,DE,Bilal Nichols ,DT,CHI,2018,2020
high_schools.cgi?id=407bac31,Archbishop Carroll,Washington,DE,Jeremiah Attaochu,OLB,"SDG,LAC,NYJ,DEN",2014,2020
high_schools.cgi?id=f9dc4c81,Red Lion Christian,Bear,DE,Angelo Blackson,DT,"TEN,HOU,ARI",2015,2020
high_schools.cgi?id=cc9019ac,Caravel,Bear,DE,Darnell Savage Jr.,S,GNB,2019,2020
high_schools.cgi?id=407c0a93,Pencader Charter,New Castle,DE,Jerome Smith,RB,ATL,2014,2014
high_schools.cgi?id=2a0de6bf,Red Lion Christian Academy,Bear,DE,Eli Ankou,DT,"JAX,CLE,DAL",2017,2020
high_schools.cgi?id=f9dc3c59,Delmar,Delmar,DE,Alex Ellis,TE,"JAX,KAN,PHI",2016,2019
high_schools.cgi?id=93c0ec2e,De La Warr,New Castle,DE,Tim Wilson,FB,"HOU,NOR",1977,1984
high_schools.cgi?id=93c04604,Howard Technology,Wilmington,DE,Devon Still,DT,"CIN,HOU",2012,2016
high_schools.cgi?id=93bf7dbc,Seaford,Seaford,DE,Lovett Purnell,TE,"NWE,BAL",1996,1999
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Geno Atkins,DT,CIN,2010,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Giovani Bernard,RB,CIN,2013,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Joey Bosa,DE,"SDG,LAC",2016,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Nick Bosa,EDGE,SFO,2019,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Bryan Cox Jr.,DE,"CAR,CLE,BUF",2017,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Bobby Hart ,OG,"NYG,CIN",2015,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Lamarcus Joyner,CB,"STL,LAR,OAK,LVR",2014,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Brandon Linder,OG,JAX,2014,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,James White ,RB,NWE,2014,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Sam Young,T,"DAL,BUF,JAX,MIA,SFO,LVR",2010,2020
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Phillip Dorsett,WR,"IND,NWE",2015,2019
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Michael Palardy,P,"OAK,CAR",2014,2019
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Jordan Scarlett,RB,CAR,2019,2019
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Marcus Gilbert,RT,PIT,2011,2018
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Rashad Greene,WR,JAX,2015,2018
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Gabe Holmes,TE,ARI,2017,2018
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Jake Rudock,QB,DET,2017,2017
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Dezmen Southward,SS,"ATL,CAR",2014,2017
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Cody Riggs,CB,TEN,2015,2016
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Marcus Roberson,CB,"STL,BUF",2014,2016
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Major Wright,DB,"CHI,TAM",2010,2016
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Leonard Hankerson,WR,"WAS,ATL,BUF,NWE",2011,2015
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Jeremy Cain,LB,"CHI,TEN,JAX",2004,2014
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Tavares Gooden,LB,"BAL,SFO,HOU",2008,2013
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Jamaal Westerman ,DE,"NYJ,IND,ARI,BUF,PIT",2009,2013
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Richard Goodman,WR,SDG,2010,2012
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Christian Thompson,FS,BAL,2012,2012
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Nate Salley ,DB,CAR,2006,2008
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Twan Russell,LB,"WAS,MIA,ATL",1997,2003
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Daryl Porter,DB,"DET,BUF,TEN",1997,2001
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Bobby Brown,WR,CLE,2000,2000
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Barry Cantrell,P,DAL,2000,2000
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Michael Irvin,WR,DAL,1988,1999
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Sterling Palmer,DE,WAS,1993,1996
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Stefan Humphries,G,"CHI,DEN",1984,1988
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Ken Bowen,LB,ATL,1987,1987
high_schools.cgi?id=93b99dd0,St. Thomas Aquinas,Fort Lauderdale,FL,Brian Piccolo,RB,CHI,1966,1969
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Deandre Baker,CB,"NYG,KAN",2019,2020
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Teddy Bridgewater,QB,"MIN,NOR,CAR",2014,2020
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Amari Cooper,WR,"OAK,DAL",2015,2020
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Lavonte David,OLB,TAM,2012,2020
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Artie Burns,CB,PIT,2016,2019
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Eli Rogers ,WR,PIT,2016,2018
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Sean Spence,LB,"PIT,TEN,IND",2012,2017
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Kenbrell Thompkins,WR,"NWE,OAK,NYJ",2013,2015
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Tray Walker,CB,BAL,2015,2015
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Anthony Gaitor,DB,"TAM,ARI",2011,2014
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Tommy Streeter,WR,"BAL,JAX",2012,2014
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Brandon Washington,OG,STL,2012,2014
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Marcus Forston,DL,NWE,2012,2013
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Vernon Carey,T-G,MIA,2004,2011
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Antonio Bryant,WR,"DAL,CLE,SFO,TAM",2002,2009
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Torrie Cox,DB,TAM,2004,2009
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Trevor Ford,DB,GNB,2009,2009
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Nate Webster,LB,"TAM,CIN,DEN",2000,2008
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Vernand Morency,RB,"HOU,GNB",2005,2007
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Marvin Jones,LB,NYJ,1993,2003
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Snoop Minnis,WR,KAN,2001,2002
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Olrick Johnson,LB,"MIN,NYJ,NWE",1999,2000
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Brett Perriman,WR,"NOR,DET,KAN,MIA",1988,1997
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Derrell Mitchell ,WR,NOR,1994,1994
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Donnell Johnson ,DE,CIN,1993,1993
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Mel Bratton,RB,DEN,1989,1990
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Don Holmes,WR,"STL,PHO",1986,1990
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Onzy Elam,LB,"NYJ,DAL",1987,1989
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Mark Irvin,DB,MIA,1987,1987
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Buster Rhymes,WR,MIN,1985,1986
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Larry Brinson,RB,"DAL,SEA",1977,1980
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Lonnie Hepburn,DB,"BAL,DEN",1971,1974
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Dave McDaniels,WR,DAL,1968,1968
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Dick Washington,DB,MIA,1968,1968
high_schools.cgi?id=93b9c9c2,Miami Northwestern,Miami,FL,Bobby Felts,HB,"BAL,DET",1965,1967
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Dalvin Cook,RB,MIN,2017,2020
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Devonta Freeman ,RB,"ATL,NYG",2014,2020
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,John Miller,OG,"BUF,CIN,CAR",2015,2020
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Carroll Phillips,OLB,"JAX,IND,WAS",2017,2019
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Ahmad Thomas,FS,"IND,ATL",2018,2019
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Travaris Cadet,RB,"NOR,NWE,SFO,BUF,NYJ,CAR",2012,2018
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Deatrick Nichols ,CB,ARI,2018,2018
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Kevin Pamphile,OT,"TAM,TEN",2014,2018
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Stanley Jean-Baptiste,CB,"NOR,BAL",2014,2017
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Charles Gaines,CB,CLE,2015,2015
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Willis McGahee,RB,"BUF,BAL,DEN,CLE",2004,2013
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Anthony Toribio,DT,"GNB,KAN",2009,2013
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Rod Issac,DB,JAX,2011,2011
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Ali Highsmith,LB,ARI,2008,2009
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Najeh Davenport ,RB,"GNB,PIT,IND",2002,2008
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Darnell Jenkins,WR,HOU,2008,2008
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Cedric Killings,DT,"SFO,CAR,WAS,HOU",2000,2007
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Antonio Brown,WR,"BUF,WAS",2003,2005
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Bruce Armstrong ,T-G,NWE,1987,2000
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Emanuel Martin ,DB,"HOU,BUF",1993,1999
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Reggie Brown,WR,HOU,1993,1994
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Dwight Drane,DB,BUF,1986,1991
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Ivory Curry,DB,TAM,1987,1987
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Al Richardson ,LB,ATL,1980,1985
high_schools.cgi?id=93b89945,Miami Central,Miami,FL,Elvis Peacock,RB,"RAM,CIN",1979,1981
high_schools.cgi?id=93b84a4f,William M. Raines,Jacksonville,FL,Louis Nix ,DT,"HOU,NYG",2014,2015
high_schools.cgi?id=93b84a4f,William M. Raines,Jacksonville,FL,Kion Wilson,LB,"SDG,CAR,PIT,ARI",2010,2014
